rating,code,nine_forreturn,name,nine_forPE,title,agency,eight_forreturn,eight_forPE,num,date,ratchange
买入,300413.SZ,1.49,芒果超媒,21.14,芒果TV业绩持续增长，后续版权储备丰富,西南证券,1.11,28.23,调高,2018-10-30T10:57:51,调高
增持,002557.SZ,1.01,洽洽食品,20,产品提价效果凸显，三季度利润增长超预期,太平洋,0.82,,维持,2018-10-30T11:15:55,维持
买入,002833.SZ,2.84,弘亚数控,12,业绩增速略有放缓，提升自身能力布局长期发展,太平洋,2.22,15,维持,2018-10-30T11:15:58,维持
增持,603619.SH,0.82,中曼石油,22,过渡期投入产出不匹配影响业绩，静待后续盈利能力恢复,太平洋,0.39,45,维持,2018-10-30T11:18:02,维持
增持,603877.SH,1.58,太平鸟,,Q3收入增长略提速，男装和直营表现较好,东方证券,1.29,17,维持,2018-10-30T11:28:04,维持
增持,002619.SZ,,艾格拉斯,,成功资产投资带来高额收益，高增速业绩符合预期,中信建投,,,维持,2018-10-30T11:30:03,维持
买入,300316.SZ,0.66,晶盛机电,,三季报业绩增长符合预期，在手订单充足,安信证券,0.51,23,维持,2018-10-30T11:30:33,维持
买入,601222.SH,0.6,林洋能源,7.6,业绩符合预期，EPC业务进展顺利,中信建投,0.49,9.3,维持,2018-10-30T11:31:22,维持
买入,603877.SH,1.82,太平鸟,10,零售承压下Q3收入提速，女装渠道调整效果喜人，存货减值削减利好业绩,中信建投,1.38,13,维持,2018-10-30T11:33:39,维持
买入,600373.SH,1.32,中文传媒,7.6,中文传媒2018年三季报点评：业绩符合预期，股份回购彰显未来发展信心,东方证券,1.17,8.6,维持,2018-10-30T11:43:46,维持
增持,300661.SZ,1.98,圣邦股份,33,营收受存货修正影响，出货结构变化带来毛利率上升,中信建投,1.48,45,维持,2018-10-30T12:02:58,维持
买入,300724.SZ,1.17,捷佳伟创,17.8,三季报业绩稳定增长，看好电池片设备龙头,中信建投,0.94,22.2,首次,2018-10-30T12:31:48,首次
增持,601689.SH,1.36,拓普集团,10,拓普集团三季报点评；毛利率环比提升，轻量化及汽车电子业务稳步推进,中信建投,1.15,12,维持,2018-10-30T12:36:44,维持
增持,002707.SZ,0.33,众信旅游,19,事件点评：三季度业绩不及预期，关注竹园整合空间,国海证券,0.29,21,调低,2018-10-30T12:38:09,调低
买入,300760.SZ,3.54,迈瑞医疗,33,三季报业绩符合预期，费用率维持稳定，盈利能力较强,安信证券,2.85,,维持,2018-10-30T12:41:49,维持
买入,000034.SZ,1.09,神州数码,12,业务快速增长，汇兑影响短期净利,申万宏源,0.88,15,维持,2018-10-30T13:05:57,维持
买入,601233.SH,2.49,桐昆股份,5,Q3再创单季度历史利润新高，PTA和长丝景气周期持续可期,中信建投,1.85,6.7,维持,2018-10-30T13:07:46,维持
买入,601222.SH,0.59,林洋能源,6.9,三季报平稳增长，电站业务持续发力，领跑者项目部分并网,中泰证券,0.51,8,维持,2018-10-30T13:19:03,维持
增持,000933.SZ,0.21,神火股份,20,三季报业绩同比大降，关注煤矿复产和铝产能异地置换,中泰证券,0.17,24,调低,2018-10-30T13:20:26,调低
买入,603288.SH,,海天味业,,四季度有望保持稳扎稳打步骤 五年计划大概率顺利收官,开源证券,,,维持,2018-10-30T13:23:24,维持
买入,600258.SH,1.1,首旅酒店,14,三季报点评：主业稳健增长 投资收益放大业绩增速,太平洋,0.88,17,维持,2018-10-30T13:24:17,维持
买入,600483.SH,0.85,福能股份,9,三季报点评：业绩持续增长 海上风电业务引领未来发展,东兴证券,0.72,11,维持,2018-10-30T13:25:46,维持
买入,002409.SZ,0.66,雅克科技,21,收购企业整季度并表叠加阻燃剂恢复，三季度业绩大幅向好,太平洋,0.35,41,维持,2018-10-30T13:25:54,维持
中性,002202.SZ,,金风科技,,金风科技2018年三季报点评：毛利率承压单季业绩波动 国际业务进一步拓展,开源证券,,,,2018-10-30T13:29:23,
买入,002179.SZ,1.62,中航光电,24,军民两端稳步增长，业绩增速符合预期,东北证券,1.26,31,维持,2018-10-30T13:30:11,维持
买入,600535.SH,1.24,天士力,15.47,三季报点评：稳健增长，显著低估,太平洋,1.09,17.59,维持,2018-10-30T13:31:58,维持
增持,603305.SH,1.24,旭升股份,17,Q3业绩大增，盈利能力改善,财通证券,0.88,24,维持,2018-10-30T13:39:35,维持
买入,300168.SZ,0.6,万达信息,17.4,业绩符合预期，创新业务开花落地,安信证券,0.39,26.7,维持,2018-10-30T13:40:17,维持
增持,600258.SH,1.09,首旅酒店,14.1,业绩符合预期，延续加盟提价趋势,财通证券,0.93,16.5,维持,2018-10-30T13:41:44,维持
买入,300088.SZ,0.53,长信科技,10,三季报净利润33% yoy符合预期，引入国资巩固成长性,申万宏源,0.38,13,维持,2018-10-30T13:47:03,维持
买入,002202.SZ,1.4,金风科技,7,业绩增速符合申万宏源预期，在手订单保障公司长期发展,申万宏源,1.13,8,维持,2018-10-30T13:47:38,维持
买入,600438.SH,0.8,通威股份,7,业绩略超申万宏源预期，成本优势是核心竞争力,申万宏源,0.47,13,维持,2018-10-30T13:47:53,维持
增持,300259.SZ,0.18,新天科技,13.5,三季度业绩低于预期，期待物联网生态发力,财通证券,0.15,16.1,维持,2018-10-30T13:48:48,维持
买入,002707.SZ,0.4,众信旅游,17,亚洲盈利受到泰国拖累，下半年行业需求受制于经济,申万宏源,0.3,23,维持,2018-10-30T13:49:11,维持
买入,002624.SZ,1.7,完美世界,14,三季报归母净利润受投资收益影响超预期，全年业绩指引符合预期,申万宏源,1.43,16,维持,2018-10-30T13:49:55,维持
增持,603877.SH,1.71,太平鸟,10,核心品牌稳健向好，线下渠道加速增长，业绩符合预期,申万宏源,1.31,14,维持,2018-10-30T13:51:57,维持
买入,600267.SH,,海正药业,,三季报点评：生物药、CSO业务利好频传，拐点将至,太平洋,,,维持,2018-10-30T14:03:20,维持
买入,603605.SH,1.69,珀莱雅,21,18Q1-Q3扣非归母净利润同比+49.88%，营运能力进一步优化,国金证券,1.337,26,维持,2018-10-30T14:07:28,维持
买入,002078.SZ,1.226,太阳纸业,5,业绩符合预期，新产能顺利投产保障增长持续,国金证券,1.019,6,维持,2018-10-30T14:08:19,维持
买入,300413.SZ,1.434,芒果超媒,21.07,视频业务高速发展，看好未来空间,国金证券,1.096,27.56,维持,2018-10-30T14:10:59,维持
买入,300324.SZ,0.529,旋极信息,18,税控业务略有下滑，军工、智慧城市发力,国金证券,0.379,25,维持,2018-10-30T14:11:10,维持
买入,603288.SH,1.81,海天味业,32,业绩符合预期，五年计划完成无忧,国金证券,1.57,37,维持,2018-10-30T14:11:16,维持
买入,300308.SZ,2.1,中际旭创,20,从爆发式增长到有质量的可持续增长,国金证券,1.5,27,维持,2018-10-30T14:12:14,维持
买入,300659.SZ,0.7,中孚信息,23,2018年三季报点评：Q3营收增长提速，股权激励费用摊销影响利润表现,华创证券,0.53,31,维持,2018-10-30T14:12:35,维持
买入,600196.SH,1.386,复星医药,27.74,研发投入加大，创新收获在即,国金证券,1.102,34.91,维持,2018-10-30T14:13:06,维持
买入,002202.SZ,1.12,金风科技,7.72,短期毛利率承压，风机交付有望加速,东北证券,0.97,8.92,维持,2018-10-30T14:16:16,维持
买入,300413.SZ,1.23,芒果超媒,24,视频业务持续扩张，内容矩阵逐步深化,东北证券,1.03,29,维持,2018-10-30T14:19:23,维持
增持,300070.SZ,1.03,碧水源,8,融资环境拖累业绩，订单充裕保障长期发展,东北证券,0.9,9,调低,2018-10-30T14:20:18,调低
买入,300451.SZ,0.57,创业慧康,32.33,收入结构优化，盈利能力提升,东北证券,0.45,40.95,维持,2018-10-30T14:20:40,维持
买入,300137.SZ,0.73,先河环保,10,大气网格化订单爆发，在手订单保障业绩增长,东北证券,0.5,14,维持,2018-10-30T14:22:43,维持
增持,600373.SH,1.45,中文传媒,7.34,季报点评：传统主业成长稳健，智明星通持续释放利润,东兴证券,1.23,8.65,维持,2018-10-30T14:23:25,维持
增持,603128.SH,0.41,华贸物流,15.13,经营稳健，业务规模持续扩大,国联证券,0.33,18.69,维持,2018-10-30T14:29:27,维持
增持,600535.SH,1.21,天士力,15.88,业绩符合预期，普佑克快速放量,中泰证券,1.05,18.33,维持,2018-10-30T14:32:09,维持
买入,603288.SH,1.92,海天味业,30,收入继续稳健增长，运营效率稳步提升,中泰证券,1.58,37,维持,2018-10-30T14:36:02,维持
买入,600661.SH,0.53,昂立教育,37,业绩符合预期，更名“昂立教育”,中泰证券,0.41,47,维持,2018-10-30T14:38:06,维持
增持,300251.SZ,0.36,光线传媒,19.11,2018年三季报点评：三季度票房成绩不俗，影视剧项目储备丰富,东方财富证券,0.89,7.7,维持,2018-10-30T14:41:08,维持
增持,002078.SZ,1.02,太阳纸业,5.86,静静等待下一波浪潮 ,中泰证券,0.92,6.53,调低,2018-10-30T14:42:52,调低
买入,002589.SZ,0.98,瑞康医药,8.6,强化内部管控，经营性现金流继续实现大幅改善,中泰证券,0.8,10.54,维持,2018-10-30T14:44:08,维持
买入,600196.SH,1.63,复星医药,16.46,短期业务阵痛，创新趋势持续,中泰证券,1.31,19.89,维持,2018-10-30T14:46:32,维持
买入,600466.SH,1.65,蓝光发展,2.8,2018年三季报点评：业绩大增，拿地积极，均衡扩张,华创证券,1.17,3.9,维持,2018-10-30T14:49:42,维持
增持,002531.SZ,0.34,天顺风能,10,三季报点评：利润率逐步修复 业务拓展进一步提升盈利能力,东兴证券,0.27,12,首次,2018-10-30T14:50:22,首次
增持,600535.SH,1.26,天士力,16,业绩符合预期，维持平稳增长,华泰证券,1.11,14,维持,2018-10-30T14:51:04,维持
买入,002179.SZ,1.48,中航光电,26,毛利率受短期因素影响，坚定看好军工白马价值稀缺性凸显,申万宏源,1.2,33,维持,2018-10-30T15:01:04,维持
买入,603660.SH,1.3,苏州科达,11,2018年三季报点评：业绩增速显著提升，更多精彩可期,华创证券,1,15,维持,2018-10-30T15:03:20,维持
增持,603288.SH,1.85,海天味业,31.46,2018年三季报点评：成本波动影响业绩增速，蓄力待发未来可期,东方财富证券,1.56,37.4,维持,2018-10-30T15:05:09,维持
增持,600323.SH,1.2,瀚蓝环境,10.2,三季报点评：业绩符合预期，垃圾焚烧项目持续发力,新时代,1.01,12.1,维持,2018-10-30T15:14:45,维持
买入,300659.SZ,0.7,中孚信息,23,2018年三季报点评：收入增速加快，受益自主可控,光大证券,0.42,39,维持,2018-10-30T15:14:47,维持
买入,300413.SZ,1.52,芒果超媒,20.68,芒果超媒三季报点评:芒果TV付费会员增长八成，差异化发展逻辑正向强化,新时代,1.12,28.19,维持,2018-10-30T15:15:19,维持
增持,300014.SZ,0.76,亿纬锂能,15.6,麦克韦尔增长强劲，扣非利润大幅增长,国联证券,0.62,18.9,维持,2018-10-30T15:16:23,维持
增持,300747.SZ,5.06,锐科激光,27.39,18年三季报点评报告：增速依然可观，长期成长逻辑不变,浙商证券,3.47,39.95,维持,2018-10-30T15:17:47,维持
增持,601222.SH,0.61,林洋能源,6.7,三季报点评：业绩稳健增长，泗洪领跑者基地项目实现部分并网,渤海证券,0.49,8.5,维持,2018-10-30T15:21:21,维持
增持,603288.SH,1.89,海天味业,34.28,业绩稳健增长，景气度持续,华泰证券,1.61,40.33,维持,2018-10-30T15:28:55,维持
增持,600323.SH,1.21,瀚蓝环境,10,2018年三季报点评：毛利率持续提升，低估值优势显现,华创证券,1.12,11,维持,2018-10-30T15:35:05,维持
买入,601717.SH,0.65,郑煤机,9,2018年三季报点评：煤机板块持续复苏,国信证券,0.58,10,维持,2018-10-30T15:42:20,维持
买入,601222.SH,0.54,林洋能源,7.7,2018年三季报点评：业绩符合预期，光伏EPC业务进展顺利,国信证券,0.46,9.1,维持,2018-10-30T15:50:59,维持
买入,600258.SH,0.9,首旅酒店,17,2018 年三季报点评：Q3扣非增14%，加盟模式下业绩相对有支撑,国信证券,0.88,17,维持,2018-10-30T15:52:51,维持
增持,603288.SH,1.9,海天味业,31,三季报点评：收入稳步增长，龙头踏实前行,国海证券,1.6,36,维持,2018-10-30T16:05:49,维持
增持,300747.SZ,5,锐科激光,25,【联讯电子三季报点评】锐科激光：高毛利产品占比提升，垂直整合竞争力增强,联讯证券,3.56,36,首次,2018-10-30T16:13:15,首次
增持,300760.SZ,3.31,迈瑞医疗,30,【联讯医药三季报点评】迈瑞医疗：三季度业绩较Q1有所下滑，器械龙头企业值得持续关注,联讯证券,2.97,33,,2018-10-30T16:13:32,
增持,603799.SH,2.93,华友钴业,11,钴价回落，三季度业绩承压,平安证券,2.83,11,调低,2018-10-30T16:24:47,调低
增持,002563.SZ,0.69,森马服饰,14.8,公司动态点评：童装持续高增长，盈利能力获改善,长城证券,0.58,17.6,维持,2018-10-30T16:32:14,维持
买入,603305.SH,1.18,旭升股份,17.82,业绩随Model3放量提速 四季度有望延续,天风证券,0.87,24.17,维持,2018-10-30T16:33:56,维持
买入,300760.SZ,3.95,迈瑞医疗,24.67,前三季度业绩实现高速增长，行业龙头地位凸显,天风证券,3.09,31.61,维持,2018-10-30T16:43:08,维持
增持,300661.SZ,1.94,圣邦股份,35.42,Q3业绩稳步增长，稀缺标的长期可期,西南证券,1.51,45.58,维持,2018-10-30T16:44:01,维持
买入,603808.SH,1.257,歌力思,12.39,轻奢品牌龙头,红塔证券,1.029,15.13,,2018-10-30T00:00:00,
增持,600062.SH,1.17,华润双鹤,12.51,利润端增速16%符合预期，产品结构调整叠加放量推动公司稳定增长,东吴证券,0.96,15.27,维持,2018-10-30T06:46:58,维持
买入,002044.SZ,0.38,美年健康,35.44,2018年1-9月业绩增长68.2%，基本实现全国布局600家专业体检中心的目标,东吴证券,0.28,49.34,维持,2018-10-30T06:49:20,维持
增持,002707.SZ,0.37,众信旅游,16,需求放缓叠加事件影响，三季度业绩承压,东吴证券,0.29,21,调低,2018-10-30T06:51:30,调低
买入,002557.SZ,0.95,洽洽食品,17.1,提价顺利落地，盈利拐点如期而至,东吴证券,0.81,20.1,维持,2018-10-30T06:53:31,维持
买入,002439.SZ,0.87,启明星辰,22,业务恢复好于预期，全年有望完成年初目标,东吴证券,0.66,28,维持,2018-10-30T06:55:16,维持
买入,601318.SH,7.8,中国平安,7.95,2018年三季报点评：投资扰动无忧，寿险强势领跑,东吴证券,6.07,10.22,维持,2018-10-30T06:58:35,维持
买入,300133.SZ,0.59,华策影视,17,Q3业绩在预期之内，行业阵痛期凸显龙头优势,东吴证券,0.45,23,维持,2018-10-30T07:01:27,维持
增持,002371.SZ,0.79,北方华创,50,北方华创2018年三季报点评：业绩符合预期，半导体设备收入增长加速，预收款项创新高,新时代,0.53,74.2,维持,2018-10-30T07:26:27,维持
买入,600606.SH,1.13,绿地控股,5.33,业绩超预期，投资积极，资本结构持续改善,东吴证券,0.93,6.51,维持,2018-10-30T07:28:43,维持
增持,300014.SZ,0.78,亿纬锂能,15,亿纬锂能三季报点评：Q3归母净利润同比增长143%，多引擎保障业绩增长,新时代,0.61,19,维持,2018-10-30T07:29:29,维持
买入,600048.SH,2.15,保利地产,5.6,业绩稳健、销售高增，投资扎实,东吴证券,1.71,7.1,维持,2018-10-30T07:31:04,维持
增持,002415.SZ,1.58,海康威视,16,三季报业绩符合预期，中长期趋势未变,中邮证券,1.26,20,维持,2018-10-30T08:27:40,维持
增持,600588.SH,0.61,用友网络,37,业绩同比持续改善，3.0战略效果显现,中邮证券,0.44,51,维持,2018-10-30T08:27:50,维持
增持,002475.SZ,1.14,立讯精密,16,前三季度业绩超预期，持续看好中长期价值,中邮证券,0.83,21,维持,2018-10-30T08:30:09,维持
增持,002419.SZ,0.9,天虹股份,12.27,"毛利率改善，服务升级,扩张持续",中邮证券,0.75,14.64,,2018-10-30T08:30:42,
增持,002456.SZ,1.06,欧菲光,13,光学业务优势扩大，全年业绩维持高速增长,中邮证券,0.72,19,维持,2018-10-30T08:30:43,维持
增持,603866.SH,1.62,桃李面包,28.82,财务状况稳定，区域拓展能力带来成长性,中邮证券,1.35,34.62,,2018-10-30T08:32:41,
增持,600305.SH,0.4,恒顺醋业,25.06,三季度营收增长提速，期间费用率改善,中邮证券,0.35,28.44,,2018-10-30T08:33:01,
增持,600309.SH,4.94,万华化学,7.2,聚合MDI价格下滑严重，Q3业绩不达预期,中邮证券,4.18,8.5,,2018-10-30T08:34:00,
买入,600176.SH,0.83,中国巨石,12,业绩持续较快增长，产能扩张预期明确,中邮证券,0.74,13.6,,2018-10-30T08:34:21,
买入,600606.SH,1.1,绿地控股,5.51,销售持续增长，基建版图扩张,华泰证券,0.9,6.72,维持,2018-10-30T08:35:08,维持
增持,002127.SZ,0.9,南极电商,12.27,渠道发力，GMV高速增长,中邮证券,0.75,14.64,,2018-10-30T08:35:46,
增持,002405.SZ,0.39,四维图新,40,季报业绩略高于预期，毛利率稳步提升,中邮证券,0.3,52,,2018-10-30T08:36:20,
增持,603589.SH,2.91,口子窖,11.77,需求不确定性加大，业绩增速放缓,华泰证券,2.4,14.24,维持,2018-10-30T08:36:20,维持
增持,600597.SH,0.64,光明乳业,12.38,竞争加剧负面影响收入增长和费用率,华泰证券,0.52,15.27,调低,2018-10-30T08:37:00,调低
增持,603338.SH,2.42,浙江鼎力,20,前三季度归母净利润同比+74%，经营性现金流净额大幅提升,东吴证券,1.91,25,维持,2018-10-30T08:37:12,维持
买入,603839.SH,1.16,安正时尚,8.6,高端消费受大环境冲击，Q3收入业绩放缓，切入婴童加强业务多元化,中信建投,0.91,11,维持,2018-10-30T08:38:11,维持
增持,300298.SZ,0.69,三诺生物,14,调整渠道库存，三季度业绩承压,华泰证券,0.59,17,维持,2018-10-30T08:39:42,维持
增持,601988.SH,0.66,中国银行,5.58,规模扩张加速，优先股补资本短板,华泰证券,0.62,5.96,维持,2018-10-30T08:40:22,维持
增持,600258.SH,1.06,首旅酒店,14.43,同店RevPAR增速下滑，静待回暖,华泰证券,0.9,17.09,调低,2018-10-30T08:40:51,调低
买入,300438.SZ,1.62,鹏辉能源,9.4,动力电池出货量跻身国内前十，毛利率稳定受益营收扩张,平安证券,1.3,11.7,维持,2018-10-30T08:42:12,维持
增持,002573.SZ,0.7,清新环境,11,2018年三季报点评：费用大幅增长，拖累利润表现,华创证券,0.63,12,维持,2018-10-30T08:42:20,维持
买入,002376.SZ,0.79,新北洋,19,单季同比增五成，高景气度持续,中银国际,0.62,25,维持,2018-10-30T08:42:20,维持
增持,603288.SH,1.84,海天味业,31.8,收入延续稳健增长，盈利能力维持稳定,中银国际,1.58,36.9,维持,2018-10-30T08:42:52,维持
买入,603668.SH,0.49,天马科技,14,三季报点评：贸易业务发力，饲料稳步增长,太平洋,0.37,20,维持,2018-10-30T08:43:11,维持
增持,000581.SZ,2.83,威孚高科,6.06,3Q利润小幅下滑，长期受益排放升级,平安证券,2.53,6.79,维持,2018-10-30T08:43:12,维持
买入,600066.SH,1.36,宇通客车,8.1,补贴下降业绩承压，Q3毛利率环比大幅改善,中银国际,1.13,9.8,维持,2018-10-30T08:43:53,维持
增持,600406.SH,0.97,国电南瑞,17.9,业绩持续稳增长，特高压提升确定性,中银国际,0.85,20.5,维持,2018-10-30T08:46:24,维持
增持,002129.SZ,0.23,中环股份,24,2018年三季报点评：行业阵痛业绩短期承压，大硅片业务带来业绩增长新动力,华创证券,0.19,29,维持,2018-10-30T08:49:44,维持
中性,300676.SZ,1.69,华大基因,30.16,收入端维持稳健增长，加大研发投入蓄势新动能,天风证券,1.32,38.58,维持,2018-10-30T08:50:26,维持
增持,002078.SZ,1.084,太阳纸业,5.5,纸价低迷拖累业绩,中银国际,0.93,6.4,调低,2018-10-30T08:50:33,调低
买入,300750.SZ,2.06,宁德时代,36,2018年三季报点评：动力电池龙头地位持续巩固，经营性现金流高增长,华创证券,1.64,46,维持,2018-10-30T08:51:07,维持
增持,603486.SH,1.71,科沃斯,22.83,国内外渠道扩张成效显著，积极投入备货双十一黑五,天风证券,1.26,30.91,维持,2018-10-30T08:51:29,维持
买入,300271.SZ,0.87,华宇软件,14.64,业务拓展加速，全年高增长可期,天风证券,0.66,19.17,维持,2018-10-30T08:51:54,维持
增持,000513.SZ,1.88,丽珠集团,15.3,2018年三季报点评：转型期增长稳健，产品结构进一步优化,国信证券,1.59,18,维持,2018-10-30T08:53:49,维持
增持,002340.SZ,0.17,格林美,29,2018年三季报点评：钴价下跌对业绩影响大、四季度业绩环比或改善,华创证券,0.17,24,首次,2018-10-30T08:54:21,首次
买入,600985.SH,1.67,淮北矿业,5.7,业绩符合预期，低估值双焦标的,安信证券,1.57,6.1,维持,2018-10-30T08:54:24,维持
买入,300316.SZ,0.551,晶盛机电,16.7,半导体设备放量交付，盈利水平初现提升态势,中银国际,0.488,18.8,维持,2018-10-30T08:54:48,维持
增持,000711.SZ,0.53,京蓝科技,11,深度研究报告：节水+生态布局日臻完善，智慧环保阔步向前,华创证券,0.43,14,首次,2018-10-30T08:55:11,首次
增持,002439.SZ,0.77,启明星辰,24,产品端竞争加剧，运营侧潜力巨大,中银国际,0.62,30,维持,2018-10-30T08:56:00,维持
买入,002304.SZ,6.26,洋河股份,15,2018年三季报点评：业绩增长总体稳健，费用控制保持良好,华创证券,5.42,18,维持,2018-10-30T08:57:34,维持
增持,300618.SZ,4.87,寒锐钴业,15,2018年三季报点评：销量低于预期致业绩不及预期、成长为未来业绩增长核心,华创证券,4.8,15,维持,2018-10-30T08:57:39,维持
增持,002734.SZ,0.86,利民股份,12,2018年三季报点评：三季报符合预期，外延内生项目稳步推进,华创证券,0.66,16,维持,2018-10-30T08:57:56,维持
买入,002007.SZ,1.48,华兰生物,24,血制品见底回升，四价流感疫苗开始放量,中银国际,1.41,31,维持,2018-10-30T08:58:00,维持
买入,002798.SZ,1.29,帝欧家居,10.8,工装业务持续放量，欧神诺引领高增长,中银国际,0.99,14.1,维持,2018-10-30T08:58:05,维持
增持,002043.SZ,0.6,兔宝宝,9,地产周期以及出口共影响，业绩有所承压,中银国际,0.49,11,调低,2018-10-30T08:58:41,调低
买入,000883.SZ,0.4,湖北能源,9,三季度来水下滑拖累业绩 期待鄂州三期项目投产,申万宏源,0.34,11,维持,2018-10-30T08:59:16,维持
买入,300338.SZ,0.7,开元股份,11,受原主业+IT业务拖累业绩同比减少6.64%，个税改革利好成人培训发展,天风证券,0.53,14,维持,2018-10-30T09:00:37,维持
买入,300124.SZ,0.87,汇川技术,25,财报点评：优势显著 面向未来,东兴证券,0.73,30,首次,2018-10-30T09:00:58,首次
买入,300144.SZ,1.09,宋城演艺,19,旅游演艺带动毛利率上升，关注明年六间房重组进展,申万宏源,0.91,23,维持,2018-10-30T09:00:58,维持
增持,002738.SZ,0.88,中矿资源,16,2018年三季报点评：东鹏新材三季报并表，成为利润贡献主体,华创证券,0.45,31,首次,2018-10-30T09:01:33,首次
增持,002798.SZ,1.19,帝欧家居,11.73,2018年三季报点评：营业收入高速增长，工装业务表现优良,川财证券,0.89,15.73,维持,2018-10-30T09:01:34,维持
买入,300166.SZ,0.67,东方国信,15.52,营收高增长，坚定看好全年业绩,天风证券,0.52,20.07,维持,2018-10-30T09:04:28,维持
增持,000581.SZ,2.86,威孚高科,6.76,Q3业绩承压，环保升级、长期受益,中泰证券,2.73,7.08,调低,2018-10-30T09:06:07,调低
买入,300146.SZ,0.91,汤臣倍健,20.1,2018年三季报点评：三季度业绩靓丽，公司渐入成长佳境,国信证券,0.7,26,维持,2018-10-30T09:07:19,维持
买入,300482.SZ,1.37,万孚生物,21.38,行业处于快速成长通道，三季度业绩保持高增长,天风证券,0.94,31.18,维持,2018-10-30T09:07:48,维持
买入,600438.SH,0.65,通威股份,9.19,业绩符合预期，龙头优势显现,华泰证券,0.47,12.9,维持,2018-10-30T09:08:39,维持
买入,603816.SH,3.28,顾家家居,,Q3收入提速，业绩符合预期,华泰证券,2.51,16,维持,2018-10-30T09:09:38,维持
增持,002460.SZ,1.39,赣锋锂业,16,锂价下行影响三季度利润，锂盐产能释放中,华泰证券,1.16,20,维持,2018-10-30T09:09:38,维持
增持,000933.SZ,0.25,神火股份,16.66,Q3小幅亏损，静待铝业回暖,华泰证券,0.22,19.19,维持,2018-10-30T09:10:38,维持
增持,300138.SZ,0.45,晨光生物,11.29,坚持份额优先策略，短期承压,华泰证券,0.34,14.73,维持,2018-10-30T09:11:46,维持
增持,300673.SZ,1.68,佩蒂股份,23.3,高增长持续，业绩符合预期,华泰证券,1.29,30.4,维持,2018-10-30T09:12:03,维持
买入,002555.SZ,0.88,三七互娱,12,营收大幅增长，毛利率提升，净利率有所下滑,中泰证券,0.77,14,维持,2018-10-30T09:12:24,维持
买入,000961.SZ,0.87,中南建设,6.13,利润率延续改善，负债水平降低,华泰证券,0.56,9.49,维持,2018-10-30T09:12:30,维持
买入,600681.SH,1.19,百川能源,,三季报业绩符合预期，打造全国性燃气企业,东方证券,1.05,18,维持,2018-10-30T09:13:40,维持
买入,002258.SZ,1.49,利尔化学,11,业绩大幅增长，成长空间广阔,西南证券,1.18,14,维持,2018-10-30T09:15:04,维持
买入,300284.SZ,0.85,苏交科,10.1,Q3业绩稳健增长符合预期，稳基建优选品种,国盛证券,0.69,12.4,维持,2018-10-30T09:15:50,维持
买入,002538.SZ,0.48,司尔特,,产业配套优势推动业绩大幅增长,东方证券,0.38,16,维持,2018-10-30T09:16:54,维持
买入,603337.SH,1.94,杰克股份,16.4,三季度扣非业绩增长超七成，新一轮扩张周期开启！,天风证券,1.58,20.1,维持,2018-10-30T09:19:43,维持
增持,002396.SZ,1.28,星网锐捷,12,业绩略超预期，期待未来持续快速增长,天风证券,1.06,15,维持,2018-10-30T09:20:13,维持
买入,002311.SZ,1.17,海大集团,18,三季报点评：饲料销量逆势增长，巩固龙头地位,东兴证券,0.91,23,维持,2018-10-30T09:21:20,维持
增持,002318.SZ,0.37,久立特材,15,三季报点评：年度净利润将实现翻倍，核电国产化成为新机遇,东兴证券,0.33,17,维持,2018-10-30T09:22:33,维持
买入,002241.SZ,0.49,歌尔股份,14.47,电声器件回归增长，加大投入布局未来,天风证券,0.45,15.81,维持,2018-10-30T09:22:53,维持
增持,601699.SH,0.98,潞安环能,8.29,三季度业绩超预期，盈利能力优秀的喷吹煤龙头,天风证券,1.02,8,维持,2018-10-30T09:23:52,维持
买入,603825.SH,1.17,华扬联众,12.1,Q3业绩快速增长，毛利率明显回升,国盛证券,0.83,17.1,维持,2018-10-30T09:25:06,维持
买入,300274.SZ,0.71,阳光电源,8,光伏设备需求下滑，拖累三季度业绩,中信建投,0.61,9.3,维持,2018-10-30T09:25:21,维持
买入,600426.SH,2.12,华鲁恒升,6,量价齐升致业绩大涨，Q3净利环比小幅下滑,太平洋,1.94,7,维持,2018-10-30T09:25:21,维持
买入,603566.SH,0.88,普莱柯,13.52,研发实力逐步转化，业绩逐季加速,天风证券,0.59,20.25,维持,2018-10-30T09:25:33,维持
买入,603959.SH,1.53,百利科技,8.4,拟现金收购韩泰克60%股权，打开国际正负极整线巨大空间,天风证券,0.8,16.2,维持,2018-10-30T09:27:16,维持
买入,600572.SH,0.43,康恩贝,14,三季度业绩保持稳健增长，恤彤呈现稳步回升态势,天风证券,0.34,18,维持,2018-10-30T09:27:37,维持
增持,002003.SZ,0.58,伟星股份,12.2,下游需求放缓叠加产品结构变动拖累收入与盈利增速,东方证券,0.51,13.7,调低,2018-10-30T09:29:40,调低
买入,002341.SZ,0.52,新纶科技,19,业绩符合预期，看好未来发展,西南证券,0.39,25,维持,2018-10-30T09:31:15,维持
增持,000967.SZ,0.41,盈峰环境,14.3,三季报点评：第三季度扣非净利润环比回暖，收购中联环境通过证监会审核,新时代,0.33,18,维持,2018-10-30T09:31:38,维持
增持,600781.SH,1.64,辅仁药业,8.51,业绩增长较快，创新研发顺利推进,东北证券,1.46,9.56,维持,2018-10-30T09:31:41,维持
